Unix_Sec,Belt_BPM_step,Radar_BPM_mean,Quality_Flag,t_rel_from_enter,Radar_Rolling_Std
1765495177,8.93,,,-34,
1765495178,8.93,,,-33,
1765495179,8.93,,,-32,
1765495180,8.93,,,-31,
1765495181,8.93,,,-30,
1765495182,8.93,,presence_only,-29,
1765495183,8.93,,presence_only,-28,
1765495184,8.93,,presence_only,-27,
1765495185,8.93,,presence_only,-26,
1765495186,8.93,,presence_only,-25,
1765495187,10.2,,breathing_no_rate,-24,
1765495188,10.2,,breathing_no_rate,-23,
1765495189,10.2,,breathing_no_rate,-22,
1765495190,10.2,,breathing_no_rate,-21,
1765495191,10.2,,breathing_no_rate,-20,
1765495192,10.2,,breathing_no_rate,-19,
1765495193,10.2,,breathing_no_rate,-18,
1765495194,10.2,,breathing_no_rate,-17,
1765495195,10.2,,breathing_no_rate,-16,
1765495196,10.2,,breathing_no_rate,-15,
1765495197,19.67,,breathing_no_rate,-14,
1765495198,19.67,,breathing_no_rate,-13,
1765495199,19.67,,breathing_no_rate,-12,
1765495200,19.67,,breathing_no_rate,-11,
1765495201,19.67,,breathing_no_rate,-10,
1765495202,19.67,22.303478077464327,breathing,-9,
1765495203,19.67,20.628057383196428,breathing,-8,
1765495204,19.67,11.776263982600607,breathing,-7,5.6566114342526985
1765495205,19.67,11.897084706505797,breathing,-6,5.601495499925914
1765495206,19.67,12.057751863965077,breathing,-5,5.268069445850525
1765495207,20.72,12.196419462999867,breathing,-4,4.928088291304486
1765495208,20.72,12.299482511266742,breathing,-3,4.625322254442153
1765495209,20.72,12.025243859835088,breathing,-2,4.388226801433343
1765495210,20.72,11.322480729360212,breathing,-1,4.2308898450820225
1765495211,20.72,10.286730928338036,breathing,0,4.163222405250299
1765495212,20.72,9.638944761234699,breathing,1,3.016634497842014
1765495213,20.72,9.484638779372268,breathing,2,1.083608954802892
1765495214,20.72,,presence_only,3,1.1354657220379087
1765495215,20.72,,presence_only,4,1.1854178651993228
1765495216,20.72,,presence_only,5,1.2195302777060446
1765495217,15.74,,presence_only,6,1.2127054947688782
1765495218,15.74,,presence_only,7,1.0962874600801142
1765495219,15.74,,breathing_no_rate,8,0.8352406394360428
1765495220,15.74,,breathing_no_rate,9,0.42559547886092136
1765495221,15.74,,breathing_no_rate,10,
1765495222,15.74,,breathing_no_rate,11,
1765495223,15.74,,breathing_no_rate,12,
1765495224,15.74,,breathing_no_rate,13,
1765495225,15.74,,breathing_no_rate,14,
1765495226,15.74,,breathing_no_rate,15,
1765495227,19.82,,breathing_no_rate,16,
1765495228,19.82,,breathing_no_rate,17,
1765495229,19.82,,breathing_no_rate,18,
1765495230,19.82,,breathing_no_rate,19,
1765495231,19.82,,breathing_no_rate,20,
1765495232,19.82,,breathing_no_rate,21,
1765495233,19.82,,breathing_no_rate,22,
1765495234,19.82,19.348331870669533,breathing,23,
1765495235,19.82,19.3388138172377,breathing,24,
