Timestamp,Unix_Time,Time_HMS,Belt_Breath_Rate_BPM
1.230,1770683129.2298973,18:25:29,9.55
2.229,1770683130.2293923,18:25:30,nan
3.229,1770683131.229376,18:25:31,nan
4.229,1770683132.2293713,18:25:32,nan
5.229,1770683133.2293735,18:25:33,nan
6.229,1770683134.2293825,18:25:34,nan
7.229,1770683135.2294056,18:25:35,nan
8.229,1770683136.2293713,18:25:36,nan
9.229,1770683137.2293947,18:25:37,nan
10.229,1770683138.2293658,18:25:38,nan
11.229,1770683139.2293642,18:25:39,4.35
12.229,1770683140.229375,18:25:40,nan
13.229,1770683141.2293935,18:25:41,nan
14.229,1770683142.2293656,18:25:42,nan
15.229,1770683143.2293854,18:25:43,nan
16.229,1770683144.2293668,18:25:44,nan
17.229,1770683145.2293634,18:25:45,nan
18.229,1770683146.2293642,18:25:46,nan
19.229,1770683147.2293637,18:25:47,nan
20.229,1770683148.2293637,18:25:48,nan
21.229,1770683149.2293875,18:25:49,17.06
22.229,1770683150.2294564,18:25:50,nan
23.229,1770683151.2293887,18:25:51,nan
24.229,1770683152.2293882,18:25:52,nan
25.229,1770683153.2293863,18:25:53,nan
26.229,1770683154.2293677,18:25:54,nan
27.229,1770683155.229366,18:25:55,nan
28.229,1770683156.2293658,18:25:56,nan
29.229,1770683157.2293663,18:25:57,nan
30.230,1770683158.230352,18:25:58,nan
31.229,1770683159.2293854,18:25:59,20.10
32.229,1770683160.2293797,18:26:00,nan
33.229,1770683161.2293904,18:26:01,nan
34.229,1770683162.2293682,18:26:02,nan
35.229,1770683163.2293665,18:26:03,nan
36.229,1770683164.229366,18:26:04,nan
37.229,1770683165.2293646,18:26:05,nan
38.229,1770683166.229365,18:26:06,nan
39.229,1770683167.2293866,18:26:07,nan
40.229,1770683168.2293901,18:26:08,nan
41.229,1770683169.229382,18:26:09,21.41
42.229,1770683170.2293801,18:26:10,nan
43.229,1770683171.2293897,18:26:11,nan
44.229,1770683172.2293828,18:26:12,nan
45.229,1770683173.2293682,18:26:13,nan
46.229,1770683174.2293673,18:26:14,nan
47.229,1770683175.2293656,18:26:15,nan
48.229,1770683176.2293656,18:26:16,nan
49.229,1770683177.2293665,18:26:17,nan
50.230,1770683178.2296827,18:26:18,nan
51.229,1770683179.229369,18:26:19,22.27
52.229,1770683180.2293632,18:26:20,nan
53.229,1770683181.229367,18:26:21,nan
54.229,1770683182.2293644,18:26:22,nan
55.229,1770683183.2293668,18:26:23,nan
56.229,1770683184.2293906,18:26:24,nan
57.229,1770683185.229383,18:26:25,nan
58.229,1770683186.2293656,18:26:26,nan
59.229,1770683187.229365,18:26:27,nan
60.229,1770683188.2293642,18:26:28,nan
61.229,1770683189.22937,18:26:29,23.27
62.229,1770683190.2293618,18:26:30,nan
63.229,1770683191.2293835,18:26:31,nan
64.229,1770683192.229389,18:26:32,nan
65.229,1770683193.2293854,18:26:33,nan
66.229,1770683194.2293763,18:26:34,nan
67.229,1770683195.2293828,18:26:35,nan
68.229,1770683196.2293668,18:26:36,nan
69.229,1770683197.2293622,18:26:37,nan
70.229,1770683198.2293634,18:26:38,nan
71.229,1770683199.2293637,18:26:39,23.69
72.229,1770683200.2293873,18:26:40,nan
73.229,1770683201.2293882,18:26:41,nan
74.229,1770683202.229386,18:26:42,nan
75.230,1770683203.229567,18:26:43,nan
76.229,1770683204.2293825,18:26:44,nan
77.229,1770683205.2293794,18:26:45,nan
78.229,1770683206.229391,18:26:46,nan
79.229,1770683207.2293909,18:26:47,nan
80.229,1770683208.229389,18:26:48,nan
81.229,1770683209.2293658,18:26:49,23.08
82.229,1770683210.2293642,18:26:50,nan
83.229,1770683211.229363,18:26:51,nan
84.229,1770683212.2293658,18:26:52,nan
85.229,1770683213.229367,18:26:53,nan
86.229,1770683214.2293897,18:26:54,nan
87.229,1770683215.2293868,18:26:55,nan
88.229,1770683216.2293923,18:26:56,nan
89.229,1770683217.2293591,18:26:57,nan
90.229,1770683218.2293687,18:26:58,nan
91.229,1770683219.2293677,18:26:59,22.33
92.229,1770683220.2293673,18:27:00,nan
93.229,1770683221.2293673,18:27:01,nan
94.230,1770683222.2303202,18:27:02,nan
95.229,1770683223.229394,18:27:03,nan
96.229,1770683224.2293658,18:27:04,nan
97.229,1770683225.2293634,18:27:05,nan
