Unix_Sec,Belt_BPM_step,Radar_BPM_mean,Quality_Flag,t_rel_from_enter,Radar_Rolling_Std,Error
1765494448,20.03,22.408750240475108,breathing,54,0.9776639224475004,2.3787502404751066
1765494449,20.03,23.078299408072326,breathing,55,1.1942230817704982,3.0482994080723245
1765494450,20.03,23.354349461413598,breathing,56,1.3397760061918402,3.324349461413597
1765494451,20.03,23.30481104669017,breathing,57,1.3678073388252974,3.274811046690168
1765494452,20.69,23.006925322645124,breathing,58,1.2877338880910782,2.3169253226451225
1765494453,20.69,22.488484451325267,breathing,59,1.1099740125539461,1.7984844513252654
1765494454,20.69,21.849794267026187,breathing,60,0.925216088987852,1.1597942670261858
1765494455,20.69,21.343880475805115,breathing,61,0.8171156790616232,0.6538804758051135
1765494456,20.69,21.10288507616274,breathing,62,0.8270677742131212,0.4128850761627376
1765494457,20.69,21.051871352841204,breathing,63,0.9056546753688163,0.3618713528412023
1765494458,20.69,21.080950532015752,breathing,64,0.9819029865247447,0.3909505320157507
1765494459,20.69,21.136084513041705,breathing,65,0.9734983674680576,0.44608451304170416
1765494460,20.69,21.15268225126347,breathing,66,0.8695442870570302,0.4626822512634696
1765494461,20.69,21.098680367439144,breathing,67,0.6938739102684262,0.4086803674391426
1765494462,22.01,21.01206194050902,breathing,68,0.47457997036385996,-0.9979380594909806
1765494463,22.01,20.930018794824104,breathing,69,0.2598008411931125,-1.0799812051758977
1765494464,22.01,20.89105709051785,breathing,70,0.1258461392198458,-1.1189429094821506
1765494465,22.01,20.885406904499355,breathing,71,0.09986926465955537,-1.1245930955006465
1765494466,22.01,20.897424367770036,breathing,72,0.10515648541557766,-1.1125756322299658
1765494467,22.01,20.996970869480474,breathing,73,0.10436794823736067,-1.0130291305195271
1765494468,22.01,21.215981119418764,breathing,74,0.12206962189380513,-0.7940188805812376
1765494469,22.01,21.44967049533842,breathing,75,0.18085902062677736,-0.5603295046615813
1765494470,22.01,21.660489905629134,breathing,76,0.2640949097768091,-0.3495100943708671
1765494471,22.01,21.69014652985081,breathing,77,0.32258264807028497,-0.31985347014919085
1765494472,20.6,21.493683201972637,breathing,78,0.3333306037294019,0.8936832019726353
1765494473,20.6,20.958989154937736,breathing,79,0.3307321510844309,0.35898915493773487
1765494474,20.6,12.842447042108976,breathing,80,2.676746738202506,-7.757552957891026
1765494475,20.6,15.565045068718366,breathing,81,3.0712349276604742,-5.034954931281636
1765494476,20.6,17.80641402616613,breathing,82,3.1124036049950736,-2.7935859738338706
1765494477,20.6,18.052678473000274,breathing,83,3.1014470793822326,-2.5473215269997276
1765494478,20.6,18.557143620687373,breathing,84,3.029558962707595,-2.042856379312628
1765494479,20.6,19.15335647661238,breathing,85,2.9085048345345594,-1.4466435233876211
1765494480,20.6,19.683890414560285,breathing,86,2.75390538333356,-0.9161095854397168
1765494481,20.6,20.17886251883895,breathing,87,2.6015391275359483,-0.42113748116105043
1765494482,20.36,20.523521081826868,breathing,88,2.490273378336227,0.1635210818268682
1765494483,20.36,20.538717751414733,breathing,89,2.4441362766104437,0.17871775141473378
1765494484,20.36,20.431755359303367,breathing,90,1.595569914354612,0.07175535930336707
1765494485,20.36,20.098434692589752,breathing,91,1.0445383705213334,-0.2615653074102475
1765494486,20.36,19.722071154168667,breathing,92,0.8579147674594577,-0.6379288458313326
1765494487,20.36,19.418850730206877,breathing,93,0.6514232216759791,-0.9411492697931223
1765494488,20.36,19.179267692450075,breathing,94,0.5357169220046355,-1.180732307549924
1765494489,20.36,19.063836962355367,breathing,95,0.5500048722618535,-1.2961630376446323
1765494490,20.36,19.1138799927162,breathing,96,0.6002784333650037,-1.2461200072837997
1765494491,20.36,19.354306874480695,breathing,97,0.6031876312514429,-1.0056931255193042
1765494492,20.44,19.72172173088717,breathing,98,0.5378782687624778,-0.7182782691128295
1765494493,20.44,20.19521005913503,breathing,99,0.4841103904499058,-0.24478994086497252
1765494494,20.44,20.556434921401806,breathing,100,0.5080680089608492,0.11643492140180456
1765494495,20.44,20.805550916854493,breathing,101,0.6162743707241927,0.3655509168544917
1765494496,20.44,20.915141644538263,breathing,102,0.7242312052165836,0.4751416445382617
1765494497,20.44,20.814467755256935,breathing,103,0.7687797464121473,0.37446775525693354
