Unix_Sec,Belt_BPM_step,Radar_BPM_mean,Quality_Flag,t_rel_from_enter,Radar_Rolling_Std
1765494413,19.29,,breathing_no_rate,19,
1765494414,19.29,,breathing_no_rate,20,
1765494415,19.29,,breathing_no_rate,21,
1765494416,19.29,19.9677259082938,breathing,22,
1765494417,19.29,20.0659605313712,breathing,23,
1765494418,19.29,20.11560356995025,breathing,24,0.07525764110429474
1765494419,19.29,17.883990752402802,breathing,25,1.0846282911262368
1765494420,19.29,10.939827953148333,breathing,26,3.9453929768478306
1765494421,19.29,9.841557536351424,breathing,27,4.795286467564667
1765494422,20.46,9.432706082161172,breathing,28,5.12204153693713
1765494423,20.46,9.333642276788103,breathing,29,5.213917093108279
1765494424,20.46,9.239952010652953,breathing,30,5.205419714022077
1765494425,20.46,9.183216968901991,breathing,31,5.147283927128336
1765494426,20.46,9.046659143863751,breathing,32,4.7925629199271045
1765494427,20.46,12.343997346017122,breathing,33,3.9953306859214406
1765494428,20.46,20.98260029800791,breathing,34,4.201461363717231
1765494429,20.46,21.014249788844232,breathing,35,4.779996140157016
1765494430,20.46,20.903630010537423,breathing,36,5.488889898560128
1765494431,20.46,20.623699983978035,breathing,37,5.819693954095011
1765494432,19.64,20.279978542644237,breathing,38,5.841098300571423
1765494433,19.64,19.77817141478588,breathing,39,5.584847436660783
1765494434,19.64,19.128640157077488,breathing,40,5.036638082446257
1765494435,19.64,18.726517757194266,breathing,41,4.147437843231402
1765494436,19.64,18.642196277938723,breathing,42,2.5911456764814935
1765494437,19.64,18.834164210292343,breathing,43,0.9884447528703928
1765494438,19.64,19.185120743327296,breathing,44,0.9296457989557394
1765494439,19.64,19.460350175099702,breathing,45,0.8098735187516563
1765494440,19.64,19.641395351281677,breathing,46,0.6612733083440681
1765494441,19.64,19.71735482437408,breathing,47,0.5282140781966926
1765494442,20.03,19.883280228424745,breathing,48,0.46024908638978074
1765494443,20.03,20.019786027325814,breathing,49,0.4933113719383729
1765494444,20.03,20.351053340917968,breathing,50,0.5828798863909971
1765494445,20.03,20.69933754919404,breathing,51,0.64301876857748
1765494446,20.03,21.1626000988883,breathing,52,0.6985345942188521
1765494447,20.03,21.69025820452973,breathing,53,0.793786264552062
1765494448,20.03,22.408750240475108,breathing,54,0.9776639224475004
1765494449,20.03,23.078299408072326,breathing,55,1.1942230817704982
1765494450,20.03,23.354349461413598,breathing,56,1.3397760061918402
1765494451,20.03,23.30481104669017,breathing,57,1.3678073388252974
1765494452,20.69,23.006925322645124,breathing,58,1.2877338880910782
1765494453,20.69,22.488484451325267,breathing,59,1.1099740125539461
1765494454,20.69,21.849794267026187,breathing,60,0.925216088987852
1765494455,20.69,21.343880475805115,breathing,61,0.8171156790616232
1765494456,20.69,21.10288507616274,breathing,62,0.8270677742131212
1765494457,20.69,21.051871352841204,breathing,63,0.9056546753688163
1765494458,20.69,21.080950532015752,breathing,64,0.9819029865247447
1765494459,20.69,21.136084513041705,breathing,65,0.9734983674680576
1765494460,20.69,21.15268225126347,breathing,66,0.8695442870570302
1765494461,20.69,21.098680367439144,breathing,67,0.6938739102684262
1765494462,22.01,21.01206194050902,breathing,68,0.47457997036385996
1765494463,22.01,20.930018794824104,breathing,69,0.2598008411931125
1765494464,22.01,20.89105709051785,breathing,70,0.1258461392198458
1765494465,22.01,20.885406904499355,breathing,71,0.09986926465955537
1765494466,22.01,20.897424367770036,breathing,72,0.10515648541557766
1765494467,22.01,20.996970869480474,breathing,73,0.10436794823736067
1765494468,22.01,21.215981119418764,breathing,74,0.12206962189380513
1765494469,22.01,21.44967049533842,breathing,75,0.18085902062677736
1765494470,22.01,21.660489905629134,breathing,76,0.2640949097768091
1765494471,22.01,21.69014652985081,breathing,77,0.32258264807028497
1765494472,20.6,21.493683201972637,breathing,78,0.3333306037294019
1765494473,20.6,20.958989154937736,breathing,79,0.3307321510844309
1765494474,20.6,12.842447042108976,breathing,80,2.676746738202506
1765494475,20.6,15.565045068718366,breathing,81,3.0712349276604742
1765494476,20.6,17.80641402616613,breathing,82,3.1124036049950736
1765494477,20.6,18.052678473000274,breathing,83,3.1014470793822326
1765494478,20.6,18.557143620687373,breathing,84,3.029558962707595
1765494479,20.6,19.15335647661238,breathing,85,2.9085048345345594
1765494480,20.6,19.683890414560285,breathing,86,2.75390538333356
1765494481,20.6,20.17886251883895,breathing,87,2.6015391275359483
1765494482,20.36,20.523521081826868,breathing,88,2.490273378336227
1765494483,20.36,20.538717751414733,breathing,89,2.4441362766104437
1765494484,20.36,20.431755359303367,breathing,90,1.595569914354612
1765494485,20.36,20.098434692589752,breathing,91,1.0445383705213334
1765494486,20.36,19.722071154168667,breathing,92,0.8579147674594577
1765494487,20.36,19.418850730206877,breathing,93,0.6514232216759791
1765494488,20.36,19.179267692450075,breathing,94,0.5357169220046355
1765494489,20.36,19.063836962355367,breathing,95,0.5500048722618535
1765494490,20.36,19.1138799927162,breathing,96,0.6002784333650037
1765494491,20.36,19.354306874480695,breathing,97,0.6031876312514429
1765494492,20.44,19.72172173088717,breathing,98,0.5378782687624778
1765494493,20.44,20.19521005913503,breathing,99,0.4841103904499058
1765494494,20.44,20.556434921401806,breathing,100,0.5080680089608492
1765494495,20.44,20.805550916854493,breathing,101,0.6162743707241927
1765494496,20.44,20.915141644538263,breathing,102,0.7242312052165836
1765494497,20.44,20.814467755256935,breathing,103,0.7687797464121473
