Unix_Sec,Belt_BPM_step,Radar_BPM_mean,Quality_Flag,t_rel_from_enter,Radar_Rolling_Std,Error
1765494227,17.65,9.269324830544459,breathing,14,0.96140691768399,-8.38067516945554
1765494228,17.65,9.503345965780737,breathing,15,0.6242219545616883,-8.146654034219262
1765494229,17.65,9.637874509493113,breathing,16,0.3643924070062606,-8.012125490506886
1765494230,17.65,9.926983723322703,breathing,17,0.32296938589701196,-7.723016276677296
1765494231,17.65,10.831474696671282,breathing,18,0.5765871463740396,-6.818525303328716
1765494232,16.29,12.585581862543222,breathing,19,1.1382181437900403,-3.704418137456777
1765494233,16.29,17.568576250774434,breathing,20,2.6753296939416296,1.2785762507744352
1765494234,16.29,17.4003532393161,breathing,21,3.335989980585221,1.110353239316101
1765494235,16.29,17.75165006256078,breathing,22,3.73799356105965,1.461650062560782
1765494236,16.29,22.145728724360406,breathing,23,4.640881072219451,5.855728724360407
1765494237,16.29,22.816145672418582,breathing,24,5.163856490463206,6.526145672418583
1765494238,16.29,23.022846225483057,breathing,25,5.3271882112206,6.732846225483058
1765494239,16.29,23.05567862379319,breathing,26,5.129628055278239,6.7656786237931925
1765494240,16.29,22.668148704246516,breathing,27,4.528663449926828,6.378148704246517
1765494241,16.29,21.785631133062573,breathing,28,3.5582720433205046,5.495631133062574
1765494242,19.5,15.754653107084895,breathing,29,2.896156550122542,-3.745346892915105
1765494243,19.5,8.289576486495744,breathing,30,4.778053447748328,-11.210423513504256
1765494244,19.5,8.426133557137584,breathing,31,5.916838778224927,-11.073866442862416
1765494245,19.5,8.351017151063292,breathing,32,6.749748947166577,-11.148982848936708
1765494246,19.5,10.898412548148793,breathing,33,6.850298043037373,-8.601587451851207
1765494247,19.5,18.35853093866444,breathing,34,6.531747240091637,-1.1414690613355596
1765494248,19.5,18.037521942884883,breathing,35,6.118533911264874,-1.462478057115117
1765494249,19.5,17.737027751912702,breathing,36,5.6043681270811145,-1.7629722480872978
1765494250,19.5,17.64005128607754,breathing,37,5.04017245479452,-1.85994871392246
1765494251,19.5,17.684204180797533,breathing,38,4.5244411030827,-1.8157958192024672
1765494252,19.3,18.02216469548035,breathing,39,4.670071560018463,-1.2778353045196518
1765494253,19.3,18.33327167744879,breathing,40,4.2875460072272595,-0.9667283225512122
1765494254,19.3,18.60777169412678,breathing,41,3.6175157763619525,-0.6922283058732219
1765494255,19.3,18.807291816758447,breathing,42,2.3224391705868364,-0.49270818324155385
1765494256,19.3,18.957711222547637,breathing,43,0.47147684405815704,-0.34228877745236375
1765494257,19.3,19.128062578933513,breathing,44,0.552670992991615,-0.17193742106648813
1765494258,19.3,19.268560909541595,breathing,45,0.6216230357962856,-0.03143909045840587
1765494259,19.3,19.404175702785615,breathing,46,0.6417491732837404,0.10417570278561428
1765494260,19.3,19.519845100128013,breathing,47,0.6085497360180261,0.21984510012801195
1765494261,19.3,19.553278426871362,breathing,48,0.5170284269822066,0.25327842687136126
1765494262,19.64,19.64067344121053,breathing,49,0.4380511189312326,0.0006734412105302567
1765494263,19.64,19.63795903740695,breathing,50,0.3652596983658591,-0.0020409625930497555
1765494264,19.64,19.659503290638124,breathing,51,0.3055096981025738,0.019503290638123616
1765494265,19.64,19.65680473691296,breathing,52,0.24818505247767045,0.016804736912959584
1765494266,19.64,19.627306941817142,breathing,53,0.18512732499632045,-0.012693058182858152
1765494267,19.64,19.515772902490077,breathing,54,0.12818013134840633,-0.12422709750992311
1765494268,19.64,19.42993858607155,breathing,55,0.09486486675569174,-0.21006141392845024
1765494269,19.64,19.26444547677004,breathing,56,0.12621748613511188,-0.37555452322996175
1765494270,19.64,19.215068169390825,breathing,57,0.1652256898948201,-0.42493183060917517
1765494271,19.64,19.286167514792588,breathing,58,0.1801762197559227,-0.3538324852074126
1765494272,19.38,19.396778663516212,breathing,59,0.17443605187418007,0.016778663516213044
1765494273,19.38,19.49163809874017,breathing,60,0.16454257072121703,0.11163809874017261
1765494274,19.38,19.480513946789138,breathing,61,0.1487199352073349,0.10051394678913894
1765494275,19.38,19.377778875021,breathing,62,0.12743429442629073,-0.00222112497899829
1765494276,19.38,19.147945079499358,breathing,63,0.12615173072526306,-0.2320549205006408
1765494277,19.38,19.001296310486566,breathing,64,0.1569802167430146,-0.3787036895134328
1765494278,19.38,19.000723087371508,breathing,65,0.17760938739911583,-0.37927691262849095
1765494279,19.38,19.34219886733334,breathing,66,0.17921697494983607,-0.03780113266665808
1765494280,19.38,19.65510330413621,breathing,67,0.21381784409296864,0.27510330413621276
1765494281,19.38,19.798720313358515,breathing,68,0.26146076269183877,0.41872031335851645
1765494282,19.48,19.752207331881632,breathing,69,0.28838769027307776,0.2722073318816314
1765494283,19.48,19.422036493769504,breathing,70,0.28689539036617556,-0.05796350623049662
1765494284,19.48,18.886751878801658,breathing,71,0.32658436222997295,-0.5932481211983429
1765494285,19.48,18.480319099959416,breathing,72,0.4235119743697217,-0.999680900040584
1765494286,19.48,18.330052299249353,breathing,73,0.5143688774222934,-1.1499477007506478
1765494287,19.48,18.416429684628973,breathing,74,0.5659603572991367,-1.0635703153710274
1765494288,19.48,18.525877788343823,breathing,75,0.5951695972607821,-0.9541222116561769
1765494289,19.48,18.625306810602932,breathing,76,0.6006811449312195,-0.854693189397068
1765494290,19.48,18.60243298835952,breathing,77,0.5620280789013686,-0.8775670116404797
1765494291,19.48,18.549913530123625,breathing,78,0.46688832507912226,-0.9300864698763753
1765494292,19.65,18.47658010015224,breathing,79,0.3149565874300004,-1.173419899847758
1765494293,19.65,18.32798270110907,breathing,80,0.16343929057014062,-1.322017298890927
1765494294,19.65,16.502470092581827,breathing,81,0.6340499534656333,-3.1475299074181713
1765494295,19.65,11.277370859894095,breathing,82,2.2968684637462236,-8.372629140105904
1765494296,19.65,11.45430645068378,breathing,83,2.9718437233584134,-8.195693549316218
1765494297,19.65,11.355907976608867,breathing,84,3.3763592328216743,-8.294092023391132
1765494298,19.65,8.316381555445462,breathing,85,4.059285887683801,-11.333618444554537
1765494299,19.65,7.214020655464476,breathing,86,4.547949308277954,-12.435979344535522
1765494300,19.65,9.636450459756013,breathing,87,4.423580892054202,-10.013549540243986
1765494301,19.65,17.768947255769557,breathing,88,4.322634598190056,-1.8810527442304412
1765494302,19.38,17.1958970344884,breathing,89,4.159323775425365,-2.184102965511599
1765494303,19.38,16.816781866381437,breathing,90,3.9632283632818077,-2.5632181336185624
1765494304,19.38,16.452701528236997,breathing,91,3.9580258015920182,-2.9272984717630024
