Frame_Idx,Timestamp,Unix_Time,Quality_Flag,Breath_Rate_BPM,App_State,Distances_Being_Analyzed,Presence_Detected,Presence_Distance_m,Intra_Presence_Score,Inter_Presence_Score,Presence_Distance_Index,Radar_Enter_Time
34,9.901729345321655,1770674571.9017293,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,1.6370247420288986,30.923057934967222,1,8.30415153503418
35,9.953261375427246,1770674571.9532614,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,1.825993060800756,31.824011798035798,1,8.30415153503418
36,10.004867792129517,1770674572.0048678,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,1.992503469470101,32.72680268259805,1,8.30415153503418
37,10.056404113769531,1770674572.056404,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.116854132371328,33.560636485359346,1,8.30415153503418
38,10.108107805252075,1770674572.1081078,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.2219890685739014,34.38007574289328,1,8.30415153503418
39,10.149569272994995,1770674572.1495693,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.3113793629637622,35.15433040523143,1,8.30415153503418
40,10.206489562988281,1770674572.2064896,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.3612268905145473,35.79002343559004,1,8.30415153503418
41,10.275707721710205,1770674572.2757077,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.376627080842553,36.25771446817314,1,8.30415153503418
42,10.307618379592896,1770674572.3076184,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.3617825706319273,36.604972193692284,1,8.30415153503418
43,10.359470129013062,1770674572.3594701,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.3225829247259235,36.878927376366875,1,8.30415153503418
44,10.401347160339355,1770674572.4013472,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.2810972508682137,37.10729725428172,1,8.30415153503418
45,10.453225374221802,1770674572.4532254,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.2324097689450526,37.26079574414949,1,8.30415153503418
46,10.505074739456177,1770674572.5050747,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.193065107986285,37.31352578895325,1,8.30415153503418
47,10.556893110275269,1770674572.556893,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.161169310494557,37.34417304620357,1,8.30415153503418
48,10.608567953109741,1770674572.608568,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.140373481163998,37.35655796002831,1,8.30415153503418
49,10.650050401687622,1770674572.6500504,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.1414491980271944,37.31512800906753,1,8.30415153503418
50,10.701798677444458,1770674572.7017987,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,2.1400884333117585,37.227071997599204,2,8.30415153503418
51,10.753566265106201,1770674572.7535663,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,2.1271068276038085,37.1556793376738,2,8.30415153503418
52,10.805190324783325,1770674572.8051903,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,2.088862478053864,37.059221422291515,2,8.30415153503418
53,10.856772184371948,1770674572.8567722,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,2.0473812619517124,36.9364614056522,2,8.30415153503418
54,10.909415006637573,1770674572.909415,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,2.007023443872435,36.82262328260784,2,8.30415153503418
55,10.95201849937439,1770674572.9520185,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.9925845415247936,36.75496720937275,2,8.30415153503418
56,11.004839420318604,1770674573.0048394,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,2.00267899871115,36.72896749915047,2,8.30415153503418
57,11.057562351226807,1770674573.0575624,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,2.0196763409384904,36.71798470421706,2,8.30415153503418
58,11.110455513000488,1770674573.1104555,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,2.028077695236057,36.6872618543187,2,8.30415153503418
59,11.153174877166748,1770674573.1531749,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,2.0193307877426414,36.60748503601702,2,8.30415153503418
60,11.203421354293823,1770674573.2034214,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.9951932317574848,36.50758642897756,2,8.30415153503418
61,11.256694316864014,1770674573.2566943,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.9494636616053043,36.4252851713621,2,8.30415153503418
62,11.342514276504517,1770674573.3425143,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.8839550298002383,36.37548717096328,2,8.30415153503418
63,11.355443000793457,1770674573.355443,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.81915880035256,36.32804108221091,2,8.30415153503418
64,11.408000230789185,1770674573.4080002,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.763670346495871,36.25046266397227,2,8.30415153503418
65,11.450179100036621,1770674573.450179,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.727287582452639,36.13149616219293,2,8.30415153503418
66,11.502833127975464,1770674573.5028331,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.713003636392025,35.9937253647437,2,8.30415153503418
67,11.556021451950073,1770674573.5560215,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.7074801630936112,35.84527606353985,2,8.30415153503418
68,11.608921766281128,1770674573.6089218,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.7043165515068626,35.66577489545104,2,8.30415153503418
69,11.65158200263977,1770674573.651582,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.6859605260052795,35.480769482050114,2,8.30415153503418
70,11.704553842544556,1770674573.7045538,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.6846610464709215,35.27322291162875,2,8.30415153503418
71,11.7575364112854,1770674573.7575364,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.6800078936954,35.05675326408903,2,8.30415153503418
72,11.810390949249268,1770674573.810391,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.6862499771428874,34.82714766796734,2,8.30415153503418
73,11.853134393692017,1770674573.8531344,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.6813828371906383,34.60247134086548,2,8.30415153503418
74,11.906407594680786,1770674573.9064076,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.6742458041988746,34.38407607397692,2,8.30415153503418
75,11.960116147994995,1770674573.9601161,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.660426334577551,34.173737616734506,2,8.30415153503418
76,12.002490997314453,1770674574.002491,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.6334402953234688,33.96794499227965,2,8.30415153503418
77,12.054348468780518,1770674574.0543485,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.6055689282912322,33.76805112132608,2,8.30415153503418
78,12.10605764389038,1770674574.1060576,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.5665645553238514,33.5733196045381,2,8.30415153503418
79,12.157594442367554,1770674574.1575944,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.534278116503394,33.399057727636546,2,8.30415153503418
80,12.203962326049805,1770674574.2039623,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.509933431782413,33.22316339750888,2,8.30415153503418
81,12.255856990814209,1770674574.255857,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,1.4822598564212706,33.04772615476615,1,8.30415153503418
82,12.307660818099976,1770674574.3076608,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,1.4739302210520906,32.883760037649495,1,8.30415153503418
83,12.376221418380737,1770674574.3762214,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,1.4663646234876693,32.72911118849461,1,8.30415153503418
84,12.408119201660156,1770674574.4081192,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,1.4779272330689428,32.58158947843448,1,8.30415153503418
85,12.459997415542603,1770674574.4599974,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.40036384016275356,1.491899970518249,32.4319547141863,0,8.30415153503418
86,12.501739263534546,1770674574.5017393,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.40036384016275356,1.5074377725513455,32.2751386679043,0,8.30415153503418
87,12.553648233413696,1770674574.5536482,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.40036384016275356,1.5121928545800554,32.107440020964084,0,8.30415153503418
88,12.605600833892822,1770674574.6056008,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.40036384016275356,1.514560288581038,31.92604803918989,0,8.30415153503418
89,12.657232999801636,1770674574.657233,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.7606912963092318,1.5199724852048921,31.73952785337861,3,8.30415153503418
90,12.708953142166138,1770674574.7089531,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.7606912963092318,1.5443236116565797,31.564680527649973,3,8.30415153503418
91,12.750477075576782,1770674574.750477,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.7606912963092318,1.578994473099707,31.40612017861781,3,8.30415153503418
92,12.802093505859375,1770674574.8020935,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.7606912963092318,1.6192281388611565,31.26195009574635,3,8.30415153503418
93,12.85370135307312,1770674574.8537014,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.7606912963092318,1.655923798422958,31.13233223739649,3,8.30415153503418
94,12.905275344848633,1770674574.9052753,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.7606912963092318,1.692803978160208,31.017604706235606,3,8.30415153503418
95,12.95678448677063,1770674574.9567845,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.748904621402723,30.9235476852487,2,8.30415153503418
96,13.00871229171753,1770674575.0087123,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.7859994552262253,30.836162318862307,2,8.30415153503418
97,13.050629615783691,1770674575.0506296,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.8182492492402287,30.743302288429067,2,8.30415153503418
98,13.10265851020813,1770674575.1026585,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.84946002666365,30.645875694174347,2,8.30415153503418
99,13.154750108718872,1770674575.15475,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.8901140568656047,30.559814336586534,2,8.30415153503418
100,13.202943563461304,1770674575.2029436,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.9453588410233338,30.489172401217456,2,8.30415153503418
101,13.254871368408203,1770674575.2548714,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.9917531370575807,30.422786962535554,2,8.30415153503418
102,13.306509971618652,1770674575.30651,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,2.007372260238531,30.355758974437908,2,8.30415153503418
103,13.366089582443237,1770674575.3660896,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,2.0167746338771533,30.29098359862462,2,8.30415153503418
104,13.427150011062622,1770674575.42715,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,2.031523855588361,30.235664144277706,2,8.30415153503418
105,13.461185693740845,1770674575.4611857,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,2.0520318524767354,30.193254375558922,2,8.30415153503418
106,13.504354000091553,1770674575.504354,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,2.0798535139748333,30.155531156935314,2,8.30415153503418
107,13.55753207206726,1770674575.557532,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,2.114848780383047,30.114236980186547,2,8.30415153503418
108,13.610588788986206,1770674575.6105888,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,2.144396708311647,30.064953446343896,2,8.30415153503418
109,13.653434038162231,1770674575.653434,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,2.1692507464050856,30.004787091394185,2,8.30415153503418
110,13.706440448760986,1770674575.7064404,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,2.187146667152654,29.92733223259518,2,8.30415153503418
111,13.759339332580566,1770674575.7593393,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,2.2039762231270443,29.828586153123606,2,8.30415153503418
112,13.802227258682251,1770674575.8022273,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,2.2160613331973202,29.714113425801187,2,8.30415153503418
113,13.855154991149902,1770674575.855155,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,2.214007346902817,29.586669053873678,2,8.30415153503418
114,13.908110857009888,1770674575.9081109,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.7606912963092318,2.19942956198743,29.449123351037958,3,8.30415153503418
115,13.950974941253662,1770674575.950975,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.7606912963092318,2.180693145261272,29.313061438139353,3,8.30415153503418
116,14.003936052322388,1770674576.003936,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.7606912963092318,2.1757655072489155,29.186599371141906,3,8.30415153503418
117,14.05686330795288,1770674576.0568633,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.7606912963092318,2.174132635011555,29.078133025534573,3,8.30415153503418
118,14.109827280044556,1770674576.1098273,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.7606912963092318,2.1648340223365765,28.992505552520363,3,8.30415153503418
119,14.152630805969238,1770674576.1526308,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.7606912963092318,2.165774216836565,28.92524963346474,3,8.30415153503418
120,14.203292608261108,1770674576.2032926,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.7606912963092318,2.1638470774067273,28.874699333894224,3,8.30415153503418
121,14.256477355957031,1770674576.2564774,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.7606912963092318,2.1596178047663535,28.85206363622615,3,8.30415153503418
122,14.309495210647583,1770674576.3094952,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.7606912963092318,2.1474166925625844,28.857793694886173,3,8.30415153503418
123,14.352398157119751,1770674576.3523982,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.7606912963092318,2.124788655056076,28.86892588471116,3,8.30415153503418
124,14.405415058135986,1770674576.405415,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.7606912963092318,2.0939767641844287,28.87552520907026,3,8.30415153503418
125,14.477994680404663,1770674576.4779947,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.7606912963092318,2.0721303640066364,28.860652940797085,3,8.30415153503418
126,14.51113748550415,1770674576.5111375,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.7606912963092318,2.0591975905048447,28.82172339293578,3,8.30415153503418
127,14.55410122871399,1770674576.5541012,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.7606912963092318,2.0438695598080456,28.76450919938502,3,8.30415153503418
128,14.60730266571045,1770674576.6073027,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,2.0149628763435072,28.70771282981491,2,8.30415153503418
129,14.660516262054443,1770674576.6605163,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,1.9764269459194885,28.663945175216966,2,8.30415153503418
130,14.703508138656616,1770674576.7035081,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,1.9184299341426247,28.637339496049208,2,8.30415153503418
131,14.75644826889038,1770674576.7564483,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,1.8503194322256227,28.631687418724354,2,8.30415153503418
132,14.809419631958008,1770674576.8094196,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,1.7746466227321114,28.64591872506861,2,8.30415153503418
133,14.852293968200684,1770674576.852294,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,1.7034012556437292,28.681581402016732,2,8.30415153503418
134,14.905200719833374,1770674576.9052007,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,1.6522053705135333,28.73469143165736,2,8.30415153503418
135,14.958024740219116,1770674576.9580247,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,1.6030681873336745,28.796260136293775,2,8.30415153503418
136,15.00088381767273,1770674577.0008838,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,1.5689525562488602,28.865226094700844,2,8.30415153503418
137,15.053725719451904,1770674577.0537257,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,1.5361658654013446,28.947243952327963,2,8.30415153503418
138,15.10672903060913,1770674577.106729,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,1.5096814248172967,29.039772207094106,2,8.30415153503418
139,15.159660816192627,1770674577.1596608,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,1.4696059693503951,29.12440653248493,2,8.30415153503418
140,15.20709753036499,1770674577.2070975,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,1.4250109050543056,29.181890543383254,2,8.30415153503418
141,15.260340213775635,1770674577.2603402,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,1.3782615291179556,29.20992400982816,2,8.30415153503418
142,15.30332612991333,1770674577.3033261,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,1.3345072595032337,29.210840581768267,2,8.30415153503418
143,15.356352090835571,1770674577.356352,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,1.296037218699245,29.188965509105763,2,8.30415153503418
144,15.409407377243042,1770674577.4094074,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.40036384016275356,1.2659088807882415,29.16093871972103,0,8.30415153503418
145,15.452377557754517,1770674577.4523776,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.40036384016275356,1.2522943001944364,29.12783217745338,0,8.30415153503418
146,15.525298595428467,1770674577.5252986,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.40036384016275356,1.2367455462955135,29.072939079912643,0,8.30415153503418
147,15.558416843414307,1770674577.5584168,breathing_no_rate,,AppState.ESTIMATE_BREATHING_RATE,1.0000;4.0000,True,0.6405821442604057,1.230555277404611,29.011921553559954,2,8.30415153503418
