Timestamp,Unix_Time,Time_HMS,Belt_Breath_Rate_BPM,Is_New_Value
0.529,1765495367.5287163,17:22:47,5.09,True
1.528,1765495368.528179,17:22:48,nan,True
2.528,1765495369.5281897,17:22:49,nan,True
3.528,1765495370.5281565,17:22:50,nan,True
4.528,1765495371.528155,17:22:51,nan,True
5.528,1765495372.528153,17:22:52,nan,True
6.528,1765495373.5281556,17:22:53,nan,True
7.528,1765495374.5281522,17:22:54,nan,True
8.528,1765495375.5281498,17:22:55,nan,True
9.528,1765495376.5281498,17:22:56,nan,True
10.528,1765495377.5281782,17:22:57,8.95,True
11.528,1765495378.5284252,17:22:58,nan,True
12.528,1765495379.5281808,17:22:59,nan,True
13.528,1765495380.5281692,17:23:00,nan,True
14.528,1765495381.5281518,17:23:01,nan,True
15.528,1765495382.5281503,17:23:02,nan,True
16.528,1765495383.5281534,17:23:03,nan,True
17.528,1765495384.5281508,17:23:04,nan,True
18.528,1765495385.5281482,17:23:05,nan,True
19.528,1765495386.5281718,17:23:06,nan,True
20.528,1765495387.5281646,17:23:07,8.16,True
21.528,1765495388.5281508,17:23:08,nan,True
22.528,1765495389.5281525,17:23:09,nan,True
23.528,1765495390.528153,17:23:10,nan,True
24.528,1765495391.5281487,17:23:11,nan,True
25.528,1765495392.5281584,17:23:12,nan,True
26.528,1765495393.5281887,17:23:13,nan,True
27.528,1765495394.5281913,17:23:14,nan,True
28.528,1765495395.5281549,17:23:15,nan,True
29.528,1765495396.5281518,17:23:16,nan,True
30.528,1765495397.5281508,17:23:17,10.17,True
31.528,1765495398.5281553,17:23:18,nan,True
32.528,1765495399.5281506,17:23:19,nan,True
33.528,1765495400.528165,17:23:20,nan,True
34.528,1765495401.5281992,17:23:21,nan,True
35.528,1765495402.5281878,17:23:22,nan,True
36.528,1765495403.52815,17:23:23,nan,True
37.528,1765495404.5281537,17:23:24,nan,True
38.528,1765495405.5281508,17:23:25,nan,True
39.528,1765495406.5281615,17:23:26,nan,True
40.528,1765495407.5281494,17:23:27,10.73,True
41.529,1765495408.52881,17:23:28,nan,True
42.528,1765495409.528157,17:23:29,nan,True
43.528,1765495410.528148,17:23:30,nan,True
44.528,1765495411.5281494,17:23:31,nan,True
45.528,1765495412.5281634,17:23:32,nan,True
46.528,1765495413.5281746,17:23:33,nan,True
47.528,1765495414.52818,17:23:34,nan,True
48.528,1765495415.5281694,17:23:35,nan,True
49.528,1765495416.5281737,17:23:36,nan,True
50.528,1765495417.5281694,17:23:37,10.21,True
51.528,1765495418.5281513,17:23:38,nan,True
52.528,1765495419.5281503,17:23:39,nan,True
53.528,1765495420.5281472,17:23:40,nan,True
54.528,1765495421.528148,17:23:41,nan,True
55.528,1765495422.5281682,17:23:42,nan,True
56.528,1765495423.528151,17:23:43,nan,True
57.528,1765495424.5281487,17:23:44,nan,True
58.528,1765495425.528153,17:23:45,nan,True
59.528,1765495426.5281494,17:23:46,nan,True
60.528,1765495427.5281467,17:23:47,13.53,True
61.528,1765495428.5281985,17:23:48,nan,True
62.528,1765495429.5281808,17:23:49,nan,True
63.528,1765495430.5281672,17:23:50,nan,True
64.528,1765495431.5282066,17:23:51,nan,True
65.528,1765495432.528164,17:23:52,nan,True
66.528,1765495433.5281782,17:23:53,nan,True
67.528,1765495434.5281904,17:23:54,nan,True
68.528,1765495435.5281537,17:23:55,nan,True
69.528,1765495436.5281546,17:23:56,nan,True
70.528,1765495437.5281525,17:23:57,13.06,True
71.528,1765495438.528149,17:23:58,nan,True
72.528,1765495439.52815,17:23:59,nan,True
73.528,1765495440.5281758,17:24:00,nan,True
74.528,1765495441.5281696,17:24:01,nan,True
75.528,1765495442.5281959,17:24:02,nan,True
76.528,1765495443.5281749,17:24:03,nan,True
77.528,1765495444.528174,17:24:04,nan,True
78.528,1765495445.528174,17:24:05,nan,True
79.528,1765495446.5281515,17:24:06,nan,True
80.528,1765495447.5281582,17:24:07,12.93,True
81.528,1765495448.528157,17:24:08,nan,True
82.528,1765495449.528148,17:24:09,nan,True
83.528,1765495450.5281506,17:24:10,nan,True
84.528,1765495451.528168,17:24:11,nan,True
85.528,1765495452.528162,17:24:12,nan,True
86.528,1765495453.528176,17:24:13,nan,True
87.528,1765495454.5281692,17:24:14,nan,True
88.528,1765495455.5281744,17:24:15,nan,True
89.528,1765495456.5281703,17:24:16,nan,True
