Frame_Idx,Timestamp,Unix_Time,Quality_Flag,Breath_Rate_BPM,App_State,Distances_Being_Analyzed,Presence_Detected,Presence_Distance_m,Intra_Presence_Score,Inter_Presence_Score,Presence_Distance_Index,Radar_Enter_Time
0,4.743590354919434,1770681723.7435904,presence_only,,AppState.NO_PRESENCE_DETECTED,,False,0.0,0.16717182541011916,0.0,0,
1,4.795770168304443,1770681723.7957702,presence_only,,AppState.NO_PRESENCE_DETECTED,,False,0.0,0.3073890269258624,0.7133186751605054,0,
2,4.837447166442871,1770681723.8374472,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,0.4294343464058862,1.6001935818424569,1,4.837447166442871
3,4.889702320098877,1770681723.8897023,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,0.52280170605648,2.134430958242316,1,4.837447166442871
4,4.94131326675415,1770681723.9413133,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,0.5974114376000885,2.5338568503393724,1,4.837447166442871
5,4.992937326431274,1770681723.9929373,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,0.6635662672089514,3.048019934289301,1,4.837447166442871
6,5.044787406921387,1770681724.0447874,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,0.717081827870298,3.763262803546917,1,4.837447166442871
7,5.08673882484436,1770681724.0867388,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,0.7583258372431902,4.6068376786637355,1,4.837447166442871
8,5.138477802276611,1770681724.1384778,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,0.7928107456142449,5.521386166141556,1,4.837447166442871
9,5.190722703933716,1770681724.1907227,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,0.816304224532283,6.460817734916305,1,4.837447166442871
10,5.243191480636597,1770681724.2431915,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,0.8416292420897271,7.357532661219507,1,4.837447166442871
11,5.295386552810669,1770681724.2953866,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,0.8723978252430734,8.015952854170413,1,4.837447166442871
12,5.336929082870483,1770681724.336929,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,0.9189318274193721,8.491610024399021,1,4.837447166442871
13,5.388848304748535,1770681724.3888483,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,0.9831538877404014,8.92578785374872,1,4.837447166442871
14,5.4406468868255615,1770681724.440647,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,1.0546823697370902,9.355028215218068,1,4.837447166442871
15,5.492316961288452,1770681724.492317,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.1072747325698644,9.816687669703555,2,4.837447166442871
16,5.544291734695435,1770681724.5442917,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.1743065639255472,10.327111652940047,2,4.837447166442871
17,5.5863330364227295,1770681724.586333,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.2528111732302771,10.87917587987823,2,4.837447166442871
18,5.638356685638428,1770681724.6383567,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.3272895314317625,11.402786616652982,2,4.837447166442871
19,5.690160036087036,1770681724.69016,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.392742613370453,11.925957827663407,2,4.837447166442871
20,5.754100322723389,1770681724.7541003,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.4563978965612423,12.443165439666702,2,4.837447166442871
21,5.796039581298828,1770681724.7960396,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.5237344397053187,12.988768175046928,2,4.837447166442871
22,5.8383917808532715,1770681724.8383918,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.5950417254335567,13.564328608012978,2,4.837447166442871
23,5.890622138977051,1770681724.8906221,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.6646441363327524,14.213800636345068,2,4.837447166442871
24,5.942492246627808,1770681724.9424922,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.741564388392774,14.898096798912391,2,4.837447166442871
25,5.9941136837005615,1770681724.9941137,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,1.8311381845462429,15.540316189588285,2,4.837447166442871
26,6.045715570449829,1770681725.0457156,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,1.8956556358687522,16.167698364835154,1,4.837447166442871
27,6.087286710739136,1770681725.0872867,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,1.9627433692671858,16.743551838469692,1,4.837447166442871
28,6.1388328075408936,1770681725.1388328,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.0408008689660404,17.335028587640977,1,4.837447166442871
29,6.190398693084717,1770681725.1903987,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.097148042078466,17.902550237761023,1,4.837447166442871
30,6.2419211864471436,1770681725.2419212,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.1298988034419164,18.464541329270883,1,4.837447166442871
31,6.293508052825928,1770681725.293508,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.161276138187551,18.99705434266934,1,4.837447166442871
32,6.345044374465942,1770681725.3450444,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.201375745116438,19.525663474798982,1,4.837447166442871
33,6.386475086212158,1770681725.386475,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.2466826510289137,20.04537575464545,1,4.837447166442871
34,6.437986373901367,1770681725.4379864,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.2880282589934042,20.55621054524118,1,4.837447166442871
35,6.489643096923828,1770681725.489643,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.3156187447733325,21.01458332097269,1,4.837447166442871
36,6.541228771209717,1770681725.5412288,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.320003879001592,21.41208654815219,1,4.837447166442871
37,6.592796325683594,1770681725.5927963,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.304926283504182,21.715190692283212,1,4.837447166442871
38,6.644317388534546,1770681725.6443174,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.279072506935258,21.952231204938535,1,4.837447166442871
39,6.685973405838013,1770681725.6859734,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.2528808656226174,22.107283924475333,1,4.837447166442871
40,6.7372190952301025,1770681725.737219,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.2120437000790996,22.19475251570061,1,4.837447166442871
41,6.805481672286987,1770681725.8054817,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.158261245772024,22.244470066429734,1,4.837447166442871
42,6.837244510650635,1770681725.8372445,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.096729587730492,22.276403533052065,1,4.837447166442871
43,6.889559745788574,1770681725.8895597,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,2.036631575009178,22.30251232908396,1,4.837447166442871
44,6.94175124168396,1770681725.9417512,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,1.9767291819803474,22.327897415958496,1,4.837447166442871
45,6.99362850189209,1770681725.9936285,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,1.9197217112733227,22.338889339423844,1,4.837447166442871
46,7.045344352722168,1770681726.0453444,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,1.876916441358073,22.311768667579702,1,4.837447166442871
47,7.08691143989563,1770681726.0869114,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,1.8467199005624586,22.251042087869124,1,4.837447166442871
48,7.138500452041626,1770681726.1385005,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.5204729922115796,1.826847184710385,22.16068133529927,1,4.837447166442871
