Timestamp,Unix_Time,Time_HMS,Belt_Breath_Rate_BPM
0.610,1770685484.6096048,19:04:44,8.04
1.609,1770685485.609116,19:04:45,nan
2.609,1770685486.6090956,19:04:46,nan
3.611,1770685487.610778,19:04:47,nan
4.609,1770685488.609111,19:04:48,nan
5.609,1770685489.6090865,19:04:49,nan
6.609,1770685490.609081,19:04:50,nan
7.609,1770685491.6090806,19:04:51,nan
8.609,1770685492.6090975,19:04:52,nan
9.609,1770685493.6090837,19:04:53,nan
10.609,1770685494.6090798,19:04:54,16.15
11.609,1770685495.609083,19:04:55,nan
12.609,1770685496.60935,19:04:56,nan
13.609,1770685497.609103,19:04:57,nan
14.609,1770685498.609098,19:04:58,nan
15.609,1770685499.6090963,19:04:59,nan
16.609,1770685500.6091034,19:05:00,nan
17.609,1770685501.6091144,19:05:01,nan
18.609,1770685502.6090806,19:05:02,nan
19.609,1770685503.6090813,19:05:03,nan
20.609,1770685504.6090882,19:05:04,10.82
21.609,1770685505.6090827,19:05:05,nan
22.609,1770685506.6090808,19:05:06,nan
23.609,1770685507.609102,19:05:07,nan
24.609,1770685508.6090848,19:05:08,nan
25.609,1770685509.6090915,19:05:09,nan
26.609,1770685510.6090837,19:05:10,nan
27.609,1770685511.6090796,19:05:11,nan
28.609,1770685512.6090846,19:05:12,nan
29.609,1770685513.6091068,19:05:13,nan
30.609,1770685514.6090891,19:05:14,20.55
31.609,1770685515.609086,19:05:15,nan
32.609,1770685516.6091194,19:05:16,nan
33.609,1770685517.609084,19:05:17,nan
34.609,1770685518.6090808,19:05:18,nan
35.609,1770685519.6091049,19:05:19,nan
36.609,1770685520.6090953,19:05:20,nan
37.609,1770685521.6090991,19:05:21,nan
38.609,1770685522.6091087,19:05:22,nan
39.609,1770685523.609103,19:05:23,nan
40.609,1770685524.6090834,19:05:24,15.46
41.609,1770685525.6090848,19:05:25,nan
42.609,1770685526.6090865,19:05:26,nan
43.609,1770685527.6090834,19:05:27,nan
44.609,1770685528.6090846,19:05:28,nan
45.609,1770685529.6091094,19:05:29,nan
46.609,1770685530.6090896,19:05:30,nan
47.609,1770685531.6090834,19:05:31,nan
48.609,1770685532.6090817,19:05:32,nan
49.609,1770685533.6090763,19:05:33,nan
50.609,1770685534.609076,19:05:34,17.88
51.609,1770685535.6091545,19:05:35,nan
52.609,1770685536.609077,19:05:36,nan
53.609,1770685537.6093564,19:05:37,nan
54.609,1770685538.6090791,19:05:38,nan
55.609,1770685539.6090765,19:05:39,nan
56.609,1770685540.6090767,19:05:40,nan
57.609,1770685541.6090865,19:05:41,nan
58.609,1770685542.6090999,19:05:42,nan
59.610,1770685543.6095777,19:05:43,nan
60.609,1770685544.6091065,19:05:44,12.67
61.609,1770685545.6090832,19:05:45,nan
62.609,1770685546.609081,19:05:46,nan
63.609,1770685547.609083,19:05:47,nan
64.609,1770685548.6090982,19:05:48,nan
65.609,1770685549.6090817,19:05:49,nan
66.609,1770685550.6091459,19:05:50,nan
67.609,1770685551.609106,19:05:51,nan
68.609,1770685552.6091018,19:05:52,nan
69.609,1770685553.6091034,19:05:53,nan
70.609,1770685554.6090827,19:05:54,18.76
71.609,1770685555.6090798,19:05:55,nan
72.609,1770685556.6090848,19:05:56,nan
73.609,1770685557.6090834,19:05:57,nan
74.609,1770685558.6090798,19:05:58,nan
75.609,1770685559.6091025,19:05:59,nan
76.609,1770685560.6091366,19:06:00,nan
77.609,1770685561.6091082,19:06:01,nan
78.609,1770685562.6091447,19:06:02,nan
79.609,1770685563.609094,19:06:03,nan
80.609,1770685564.6090877,19:06:04,21.10
81.609,1770685565.6090848,19:06:05,nan
82.609,1770685566.6091022,19:06:06,nan
83.609,1770685567.6091077,19:06:07,nan
84.609,1770685568.609097,19:06:08,nan
85.609,1770685569.609083,19:06:09,nan
86.609,1770685570.6091044,19:06:10,nan
87.609,1770685571.609088,19:06:11,nan
88.609,1770685572.6090825,19:06:12,nan
89.609,1770685573.609107,19:06:13,nan
90.609,1770685574.6090865,19:06:14,21.47
91.609,1770685575.609086,19:06:15,nan
92.609,1770685576.6090813,19:06:16,nan
93.609,1770685577.6090813,19:06:17,nan
94.609,1770685578.6090922,19:06:18,nan
95.609,1770685579.6091058,19:06:19,nan
96.609,1770685580.6090884,19:06:20,nan
97.609,1770685581.609083,19:06:21,nan
98.609,1770685582.609085,19:06:22,nan
99.609,1770685583.6090896,19:06:23,nan
100.609,1770685584.6090817,19:06:24,24.54
101.609,1770685585.6091244,19:06:25,nan
