Unix_Sec,Belt_BPM_step,Radar_BPM_mean,Quality_Flag,t_rel_from_enter,Radar_Rolling_Std
1765495423,10.21,4.843684300262844,breathing,1,3.668276237043442
1765495424,10.21,4.808310642323226,breathing,2,4.265938152764553
1765495425,10.21,4.885370852295161,breathing,3,4.616085240417913
1765495426,10.21,5.17862807362682,breathing,4,4.744589020705238
1765495427,10.21,5.91354651047371,breathing,5,4.662745088827645
1765495428,13.53,6.6829877027645725,breathing,6,4.376023347729671
1765495429,13.53,7.458576310794316,breathing,7,3.8523701489041433
1765495430,13.53,8.381649262963254,breathing,8,2.762445447471915
1765495431,13.53,9.156212201484005,breathing,9,1.5982857853770973
1765495432,13.53,9.776233393328276,breathing,10,1.890017437755657
1765495433,13.53,10.38153054804098,breathing,11,2.084229520793236
1765495434,13.53,11.027314989890579,breathing,12,2.1954936237299183
1765495435,13.53,11.501196956839642,breathing,13,2.188211840664238
1765495436,13.53,11.94591208162171,breathing,14,2.0746595312107847
1765495437,13.53,12.210446686199111,breathing,15,1.9076240343318287
1765495438,13.06,12.42756207389512,breathing,16,1.7009724595930291
1765495439,13.06,12.658000354686516,breathing,17,1.4721748026819372
1765495440,13.06,12.728919437362121,breathing,18,1.2566910447545279
1765495441,13.06,12.8841364873762,breathing,19,1.0609726247958402
1765495442,13.06,13.040866862115696,breathing,20,0.8697911929313292
1765495443,13.06,13.171824483003883,breathing,21,0.6939623485639899
1765495444,13.06,13.328610562950667,breathing,22,0.5743182069768432
1765495445,13.06,13.417671290875287,breathing,23,0.48325291043770213
1765495446,13.06,13.447304104688627,breathing,24,0.42449783548931297
1765495447,13.06,13.098171747440654,breathing,25,0.3416920220368584
1765495448,12.93,12.55956589065187,breathing,26,0.3179752491232828
1765495449,12.93,11.685147097996557,breathing,27,0.5262444940695108
1765495450,12.93,10.562593871252876,breathing,28,0.9197969595504304
1765495451,12.93,9.475924781901558,breathing,29,1.372221663225949
1765495452,12.93,8.816713741561305,breathing,30,1.7452296856434724
1765495453,12.93,7.642079735436489,breathing,31,2.1470965510035285
1765495454,12.93,6.882894532025018,breathing,32,2.4509349890093493
1765495455,12.93,6.438094386705284,breathing,33,2.5989588770394727
1765495456,12.93,6.252392672310652,breathing,34,2.552795230809041
1765495457,12.93,11.742232371872506,breathing,35,2.3597919412321926
1765495458,12.47,14.95200682081116,breathing,36,2.8149699932500205
1765495459,12.47,14.060648660867292,breathing,37,3.1098074132010107
1765495460,12.47,10.5366387429919,breathing,38,3.1090020325743626
1765495461,12.47,10.240917811014262,breathing,39,3.1128329462751263
1765495462,12.47,10.017434946362844,breathing,40,3.095666642206029
1765495463,12.47,9.956431741036402,breathing,41,2.994927982626679
1765495464,12.47,9.94289033800659,breathing,42,2.77721141422378
1765495465,12.47,9.986334603336562,breathing,43,2.415975110175651
1765495466,12.47,10.131474221829373,breathing,44,1.8569987296426682
1765495467,12.47,10.391489401844728,breathing,45,1.858800382330855
1765495468,11.29,10.64285488580972,breathing,46,1.2443182494727794
1765495469,11.29,10.93230697008934,breathing,47,0.3387104246754018
1765495470,11.29,11.173229847362103,breathing,48,0.4380127545074369
1765495471,11.29,11.386971539649238,breathing,49,0.5455031314849355
1765495472,11.29,11.555342710530685,breathing,50,0.6198051445557466
1765495473,11.29,11.77318124339145,breathing,51,0.6711062027998342
1765495474,11.29,11.96039544271171,breathing,52,0.6905845559890671
1765495475,11.29,12.113928053177611,breathing,53,0.6733893232389997
1765495476,11.29,12.33273046400418,breathing,54,0.6421253440984229
1765495477,11.29,12.386505237614829,breathing,55,0.5929497011201778
1765495478,11.33,12.272855575977536,breathing,56,0.5111310121187885
1765495479,11.33,12.065244184761521,breathing,57,0.4171205383229617
1765495480,11.33,11.60814528999153,breathing,58,0.3499526912284657
1765495481,11.33,11.175943004603598,breathing,59,0.39129773398253925
1765495482,11.33,10.750643699298141,breathing,60,0.5327929990156599
1765495483,11.33,10.37819151605667,breathing,61,0.7073955080284141
1765495484,11.33,10.019403917692951,breathing,62,0.8756480188889564
1765495485,11.33,9.900358914660004,breathing,63,0.9797194232226155
1765495486,11.33,9.894783312899511,breathing,64,0.9943602199862668
1765495487,11.33,9.876406719022922,breathing,65,0.933078908017066
1765495488,11.13,9.9746866242555,breathing,66,0.8022701869409817
1765495489,11.13,10.071708372972193,breathing,67,0.6133200603082576
1765495490,11.13,10.204655640454652,breathing,68,0.4306134413405002
1765495491,11.13,10.502713500118926,breathing,69,0.297382374204762
1765495492,11.13,11.020762548900663,breathing,70,0.362416436972052
1765495493,11.13,11.625877819950952,breathing,71,0.5837450154478083
1765495494,11.13,11.961103854347225,breathing,72,0.7699104173281341
1765495495,11.13,12.080490483571563,breathing,73,0.8808788523136513
1765495496,11.13,11.838228250154069,breathing,74,0.8925715419437218
1765495497,11.13,11.374278237307827,breathing,75,0.8216559759075129
1765495498,11.08,10.8100230223101,breathing,76,0.7364905900558397
1765495499,11.08,10.017408850288252,breathing,77,0.7454610967564843
1765495500,11.08,9.843434519177645,breathing,78,0.8025752194225099
1765495501,11.08,10.139965748213413,breathing,79,0.8402572896555864
1765495502,11.08,10.601344172041225,breathing,80,0.8534169496916638
1765495503,11.08,11.092263875514345,breathing,81,0.8282766040315824
1765495504,11.08,11.516787379970097,breathing,82,0.7800661808263506
1765495505,11.08,11.806140023933926,breathing,83,0.738901278268299
1765495506,11.08,12.076396919313316,breathing,84,0.7753022042233949
1765495507,11.08,12.256846545278236,breathing,85,0.8755292524174326
1765495508,11.57,12.444584475434768,breathing,86,0.9792293715257607
1765495509,11.57,12.553976839917613,breathing,87,0.973266948016586
1765495510,11.57,12.518413839266104,breathing,88,0.8472281050326923
1765495511,11.57,12.483312475701428,breathing,89,0.6739398228837417
1765495512,11.57,12.292593222313348,breathing,90,0.48886878092992214
1765495513,11.57,12.119245475245252,breathing,91,0.3369499244546184
1765495514,11.57,11.945780976621823,breathing,92,0.2572075965288705
1765495515,11.57,11.711852388997716,breathing,93,0.27629549349477617
1765495516,11.57,11.54353881275106,breathing,94,0.3523368479984708
1765495517,11.57,11.233149722075792,breathing,95,0.4615742725957093
1765495518,11.34,10.859370794354389,breathing,96,0.5809864152149987
1765495519,11.34,10.319826078527772,breathing,97,0.7245500793208995
1765495520,11.34,9.987897581246804,breathing,98,0.8406085610285449
1765495521,11.34,9.688627428896988,breathing,99,0.9196230176215615
1765495522,11.34,9.45352268749703,breathing,100,0.9713949889793226
1765495523,11.34,9.38683754223293,breathing,101,0.9703378025594128
1765495524,11.34,9.354806846246019,breathing,102,0.9195191136503089
1765495525,11.34,9.36405918296415,breathing,103,0.8296168671920505
1765495526,11.34,9.456971994801739,breathing,104,0.6805761012324939
1765495527,11.34,9.533233571758899,breathing,105,0.5025086395846001
1765495528,10.62,9.576952637493555,breathing,106,0.31324290749344913
1765495529,10.62,9.622002694222877,breathing,107,0.1926016058310423
1765495530,10.62,9.57008032445611,breathing,108,0.1148794587717427
1765495531,10.62,9.49744114350041,breathing,109,0.09417355230905103
1765495532,10.62,,,110,0.09933690358693123
