Timestamp,Unix_Time,Quality_Flag,Breath_Rate_BPM,App_State,Distances_Being_Analyzed,Presence_Detected,Presence_Distance_m,Intra_Presence_Score,Inter_Presence_Score,Presence_Distance_Index,Radar_Enter_Time,Intra_Max_All,Inter_Max_All,Intra_Over_Inter_Max,Signal_Peak_Bin,Signal_Peak_Value,Noise_Median,Peak_To_Noise,Signal_At_PresenceBin,Noise_At_PresenceBin,PresenceBin_To_Noise,FastSlow_Diff_Max,FastSlow_Diff_AtPresenceBin,Frame_Energy,Sweep_Energy_STD,Sweep_Energy_P2P,Bin_Energy_STD,PSD_Peak_Idx,PSD_Peak_Freq_Hz,PSD_Peak_BPM,PSD_Peak_Height,PSD_Peak_Ratio_1_2,Bandpower_6_30_BPM,Motion_RMS,Motion_P2P,Rate_Hist_Last,Rate_Hist_Valid_Frac_10s,Buffer_Coverage_s,DBA_Start_Idx,DBA_End_Idx
4.791963338851929,1770768514.7919633,presence_only,,AppState.NO_PRESENCE_DETECTED,,False,0.0,0.10731552276764908,0.0,0,,1.1277071360695203,0.0,1127707136.0695202,3,376.0193749163731,33.76308767215444,11.136996075609282,90.66708074736938,28.528157990138656,3.1781610567191954,0.0,0.0,74882.71875,4902.698308293959,18698.75,51671.81257307425,,,,,,,,,,,,,
4.837075233459473,1770768514.8370752,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.6405821442604057,0.20719087304219191,1.0867577973426261,2,4.837075233459473,1.1568388565532244,2.1735155946852522,0.5322431818983583,3,329.170198425146,31.40448604313699,10.481629852579609,236.55537472756774,37.678238349907915,6.2783024122428905,40.94711931689639,40.94711931689639,51000.46875,4622.644592684306,18039.750000000007,38093.796990652416,,,,,,,,,,,,,
4.89003324508667,1770768514.8900332,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.40036384016275356,0.2941600322826715,2.2356467435104004,0,4.837075233459473,1.1210916672991513,4.533424635845949,0.2472946518592909,3,300.2270104645816,29.80812060404969,10.071987242755627,228.36545546557608,27.870731044274468,8.193737548348086,85.8719613336878,85.8719613336878,65416.09375,3667.5597780521493,13879.25,15499.307771179401,,,,,,,,,,,,,
4.942849636077881,1770768514.9428496,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.40036384016275356,0.379667110622577,3.7507287155030617,0,4.837075233459473,1.192696795106283,8.295974631481046,0.14376813429931953,1,363.074910486803,30.635412705173977,11.851477698997417,328.29846605261497,28.220448276625454,11.633354042533265,139.353728940545,139.353728940545,114397.453125,5322.617248751686,23321.749999999985,11041.29714407593,,,,,,,,,,,,,
4.98582911491394,1770768514.985829,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.40036384016275356,0.4673104579701865,5.433468165656916,0,4.837075233459473,1.300652497302477,12.164425966272335,0.10692263661284183,1,489.92196444944165,30.471554430552345,16.07801024886813,427.9610178655294,27.971999584622445,15.299621914963154,201.4365211261657,191.21302460276758,186211.84375,9284.191530446971,37288.74999999994,36493.32953266778,,,,,,,,,,,,,
5.038985729217529,1770768515.0389857,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.40036384016275356,0.5461526285395655,6.806389112794698,0,4.837075233459473,1.295810157559794,13.67099384848361,0.09478536614283828,1,524.795916434427,30.893498372315513,16.987260882300184,448.6484434178392,29.35230911657551,15.28494544060244,196.92539425929255,176.58370846256446,218581.484375,5424.00449785253,17943.24999999997,38961.1500913935,,,,,,,,,,,,,
5.091877460479736,1770768515.0918775,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.40036384016275356,0.6141645450839963,7.861288735474966,0,4.837075233459473,1.2608444237887828,14.190686471556578,0.0888501360541743,1,499.8426510225493,31.452949195822256,15.891757809250182,426.3612620551379,29.563334620487314,14.421961105336496,147.4046818692127,132.25416608559703,203839.015625,8949.38839716713,36679.75,28757.844924505443,,,,,,,,,,,,,
5.134283542633057,1770768515.1342835,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.40036384016275356,0.6833378670755311,8.683898733385716,0,4.837075233459473,1.3410607742938518,14.442168718760964,0.09285729867280265,1,482.1344227106171,31.601509337364988,15.25668972162967,433.1163103385163,29.628517066275894,14.618224373331348,121.63306257285353,121.63306257285353,190501.625,10225.743253854465,35277.5,27284.1843959884,,,,,,,,,,,,,
5.187121391296387,1770768515.1871214,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.40036384016275356,0.7488785470923359,9.301518597867036,0,4.837075233459473,1.3720610885784004,14.242477513717589,0.09633584375756037,1,420.788717210015,32.238909618552114,13.052200653672758,402.1915452399516,29.22180987023407,13.763402986064484,80.6295977549234,80.6295977549234,148029.0,7443.56005530116,34105.5,25727.553614259738,,,,,,,,,,,,,
5.239606618881226,1770768515.2396066,presence_only,,AppState.DETERMINE_DISTANCE_ESTIMATE,,True,0.40036384016275356,0.7999303761425057,9.736875932715318,0,4.837075233459473,1.28534811313943,13.655091946349854,0.09412958316907467,0,375.4589743317504,31.43354464816994,11.944531821729024,375.4589743317504,28.851860112035276,13.013336847634235,68.94896147688826,48.50732416205,114158.96875,6189.0574592096345,22487.0,25942.94678639869,,,,,,,,,,,,,
