Timestamp,Unix_Time,Time_HMS,Belt_Breath_Rate_BPM
1.723,1771527521.7227855,12:58:41,12.15
2.723,1771527522.722537,12:58:42,nan
3.723,1771527523.7225025,12:58:43,nan
4.722,1771527524.722474,12:58:44,nan
5.722,1771527525.722475,12:58:45,nan
6.722,1771527526.7224667,12:58:46,nan
7.722,1771527527.722483,12:58:47,nan
8.722,1771527528.7224839,12:58:48,nan
9.722,1771527529.7224734,12:58:49,nan
10.722,1771527530.722461,12:58:50,nan
11.722,1771527531.722461,12:58:51,6.55
12.722,1771527532.7224615,12:58:52,nan
13.722,1771527533.7224631,12:58:53,nan
14.722,1771527534.7224634,12:58:54,nan
15.722,1771527535.722432,12:58:55,nan
16.722,1771527536.722461,12:58:56,nan
17.722,1771527537.7224631,12:58:57,nan
18.722,1771527538.7224345,12:58:58,nan
19.722,1771527539.722466,12:58:59,nan
20.722,1771527540.722466,12:59:00,nan
21.722,1771527541.72248,12:59:01,19.09
22.722,1771527542.7224686,12:59:02,nan
23.722,1771527543.722466,12:59:03,nan
24.722,1771527544.7224715,12:59:04,nan
25.722,1771527545.722474,12:59:05,nan
26.723,1771527546.7225332,12:59:06,nan
27.722,1771527547.7224696,12:59:07,nan
28.722,1771527548.7224805,12:59:08,nan
29.722,1771527549.7224917,12:59:09,nan
30.722,1771527550.7224727,12:59:10,nan
31.722,1771527551.7224607,12:59:11,17.18
32.722,1771527552.7224755,12:59:12,nan
33.722,1771527553.722461,12:59:13,nan
34.722,1771527554.7224615,12:59:14,nan
35.722,1771527555.7224889,12:59:15,nan
36.722,1771527556.7224634,12:59:16,nan
37.722,1771527557.7224648,12:59:17,nan
38.722,1771527558.7224615,12:59:18,nan
39.722,1771527559.7224617,12:59:19,nan
40.722,1771527560.7224648,12:59:20,nan
41.722,1771527561.722481,12:59:21,20.51
42.722,1771527562.722465,12:59:22,nan
43.722,1771527563.7224634,12:59:23,nan
44.722,1771527564.7224603,12:59:24,nan
45.722,1771527565.7224665,12:59:25,nan
46.722,1771527566.722463,12:59:26,nan
47.722,1771527567.7224827,12:59:27,nan
48.722,1771527568.7224672,12:59:28,nan
49.722,1771527569.7224638,12:59:29,nan
50.722,1771527570.7224658,12:59:30,nan
51.722,1771527571.7224622,12:59:31,16.42
