Timestamp,Unix_Time,Time_HMS,Belt_Breath_Rate_BPM
0.738,1771608260.7378206,11:24:20,10.86
1.737,1771608261.7374516,11:24:21,nan
2.737,1771608262.737458,11:24:22,nan
3.738,1771608263.7376611,11:24:23,nan
4.737,1771608264.737445,11:24:24,nan
5.737,1771608265.7374494,11:24:25,nan
6.737,1771608266.7374396,11:24:26,nan
7.737,1771608267.7374444,11:24:27,nan
8.737,1771608268.7374356,11:24:28,nan
9.737,1771608269.7374349,11:24:29,nan
10.737,1771608270.7374547,11:24:30,9.27
11.737,1771608271.7374492,11:24:31,nan
12.737,1771608272.7374377,11:24:32,nan
13.737,1771608273.7374382,11:24:33,nan
14.737,1771608274.737439,11:24:34,nan
15.737,1771608275.7374406,11:24:35,nan
16.737,1771608276.7374542,11:24:36,nan
17.737,1771608277.7374375,11:24:37,nan
18.737,1771608278.7374375,11:24:38,nan
19.737,1771608279.7374384,11:24:39,nan
20.737,1771608280.7374382,11:24:40,9.94
21.737,1771608281.7374394,11:24:41,nan
22.737,1771608282.737462,11:24:42,nan
23.737,1771608283.7374527,11:24:43,nan
24.737,1771608284.7374477,11:24:44,nan
25.737,1771608285.7374513,11:24:45,nan
26.737,1771608286.737461,11:24:46,nan
27.737,1771608287.7374415,11:24:47,nan
28.737,1771608288.7374375,11:24:48,nan
29.737,1771608289.7374377,11:24:49,nan
30.737,1771608290.737436,11:24:50,10.15
31.737,1771608291.7374375,11:24:51,nan
32.737,1771608292.7374547,11:24:52,nan
33.737,1771608293.737441,11:24:53,nan
34.737,1771608294.7374368,11:24:54,nan
35.737,1771608295.7374377,11:24:55,nan
36.737,1771608296.7374384,11:24:56,nan
37.737,1771608297.737438,11:24:57,nan
38.737,1771608298.7374375,11:24:58,nan
39.737,1771608299.7374365,11:24:59,nan
40.737,1771608300.737438,11:25:00,9.09
41.737,1771608301.737438,11:25:01,nan
42.737,1771608302.7374368,11:25:02,nan
43.737,1771608303.7374604,11:25:03,nan
44.737,1771608304.7374394,11:25:04,nan
45.737,1771608305.7374413,11:25:05,nan
46.737,1771608306.737439,11:25:06,nan
47.740,1771608307.7401862,11:25:07,nan
48.737,1771608308.737441,11:25:08,nan
49.738,1771608309.7375748,11:25:09,nan
50.737,1771608310.7374487,11:25:10,6.99
51.737,1771608311.737446,11:25:11,nan
52.737,1771608312.7374396,11:25:12,nan
53.737,1771608313.7374494,11:25:13,nan
54.737,1771608314.7374387,11:25:14,nan
55.737,1771608315.7374556,11:25:15,nan
56.737,1771608316.7374618,11:25:16,nan
57.738,1771608317.7375364,11:25:17,nan
58.737,1771608318.737442,11:25:18,nan
59.737,1771608319.7374501,11:25:19,nan
60.737,1771608320.737442,11:25:20,8.13
61.737,1771608321.7374408,11:25:21,nan
62.737,1771608322.7374659,11:25:22,nan
63.737,1771608323.7374647,11:25:23,nan
64.737,1771608324.73747,11:25:24,nan
65.738,1771608325.7375374,11:25:25,nan
66.737,1771608326.7374382,11:25:26,nan
67.737,1771608327.7374365,11:25:27,nan
68.737,1771608328.7374365,11:25:28,nan
69.737,1771608329.737439,11:25:29,nan
70.737,1771608330.7374628,11:25:30,12.22
71.737,1771608331.7374568,11:25:31,nan
72.737,1771608332.737463,11:25:32,nan
73.737,1771608333.7374408,11:25:33,nan
74.737,1771608334.7374392,11:25:34,nan
75.737,1771608335.7374368,11:25:35,nan
76.737,1771608336.7374387,11:25:36,nan
77.737,1771608337.7374384,11:25:37,nan
78.737,1771608338.737453,11:25:38,nan
79.737,1771608339.737463,11:25:39,nan
80.737,1771608340.7374568,11:25:40,12.43
81.737,1771608341.7374516,11:25:41,nan
82.737,1771608342.737441,11:25:42,nan
83.737,1771608343.7374394,11:25:43,nan
84.737,1771608344.7374396,11:25:44,nan
85.737,1771608345.7374394,11:25:45,nan
86.737,1771608346.737451,11:25:46,nan
87.737,1771608347.7374563,11:25:47,nan
88.737,1771608348.7374413,11:25:48,nan
89.737,1771608349.7374372,11:25:49,nan
90.737,1771608350.7374496,11:25:50,12.15
91.737,1771608351.7374392,11:25:51,nan
92.737,1771608352.7374387,11:25:52,nan
93.737,1771608353.7374613,11:25:53,nan
94.737,1771608354.7374587,11:25:54,nan
95.737,1771608355.737437,11:25:55,nan
96.737,1771608356.7374408,11:25:56,nan
97.737,1771608357.7374408,11:25:57,nan
98.737,1771608358.73744,11:25:58,nan
99.737,1771608359.7374394,11:25:59,nan
100.737,1771608360.7374375,11:26:00,14.08
101.737,1771608361.73744,11:26:01,nan
102.737,1771608362.737439,11:26:02,nan
103.737,1771608363.7374384,11:26:03,nan
104.737,1771608364.7374387,11:26:04,nan
105.737,1771608365.7374594,11:26:05,nan
106.737,1771608366.7374394,11:26:06,nan
107.737,1771608367.73744,11:26:07,nan
108.737,1771608368.737443,11:26:08,nan
109.737,1771608369.7374408,11:26:09,nan
110.737,1771608370.737444,11:26:10,14.35
111.737,1771608371.737454,11:26:11,nan
112.737,1771608372.7374449,11:26:12,nan
113.737,1771608373.737441,11:26:13,nan
114.737,1771608374.73744,11:26:14,nan
115.737,1771608375.7374518,11:26:15,nan
116.737,1771608376.7374508,11:26:16,nan
117.737,1771608377.7374609,11:26:17,nan
118.737,1771608378.7374704,11:26:18,nan
119.737,1771608379.7374456,11:26:19,nan
120.737,1771608380.73744,11:26:20,13.29
121.737,1771608381.7374425,11:26:21,nan
122.737,1771608382.7374408,11:26:22,nan
123.737,1771608383.737438,11:26:23,nan
124.737,1771608384.737458,11:26:24,nan
125.737,1771608385.7374544,11:26:25,nan
