session_file,loop_p95,loop_max,valid_fraction,bpm_median,bpm_mad,time_to_first_bpm,distance_std,intra_over_inter_median,presence_fraction,max_state_dwell,bad_session,flag_loop_p95,flag_loop_max,flag_valid,flag_ttfb,flag_state_stuck,psd_peak_bpm_median,psd_peak_bpm_mad,psd_peak_ratio_median,bandpower_6_30_bpm_median,state_frac_AppState.ESTIMATE_BREATHING_RATE,state_frac_AppState.DETERMINE_DISTANCE_ESTIMATE,state_frac_AppState.NO_PRESENCE_DETECTED,cfg_profile,cfg_sweeps_per_frame,cfg_start_m,cfg_end_m,cfg_num_distances_to_analyze,cfg_distance_determination_duration,cfg_breathing_rate_low,cfg_breathing_rate_high
20260209_183130_belt.csv,,,,,,,,,,,False,False,False,False,False,False,,,,,,,,,,,,,,,
20260209_183130_radar.csv,0.056926235400169285,0.0972069239978736,0.8134259259259259,20.2729440438492,3.524171031324105,20.10955047607422,,0.0754884957460069,0.999537037037037,102.84732222557068,True,False,False,False,True,False,18.75,4.6875,1.0823934677108218,1219.0242086145904,0.9527777777777777,0.04675925925925926,0.000462962962962963,Profile.PROFILE_5,16.0,0.4,0.7,3.0,5.0,6.0,30.0
